Type,location,id,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_AL,BR_AL_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AL_Solar_Class7,elec_BR_AL,0,100,work in progress
VRE,BR_AL,BR_AL_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AL_Solar_Class8,elec_BR_AL,0,100,work in progress
VRE,BR_AL,BR_AL_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AL_Solar_Class9,elec_BR_AL,0,100,work in progress
VRE,BR_AL,BR_AL_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AL_Solar_Class10,elec_BR_AL,0,100,work in progress
VRE,BR_AL,BR_AL_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AL_Solar_Class11,elec_BR_AL,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class1,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class2,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class3,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class4,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class5,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class6,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class7,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class8,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class9,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class10,elec_BR_AP,0,100,work in progress
VRE,BR_AP,BR_AP_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AP_Solar_Class11,elec_BR_AP,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class1,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class2,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class3,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class4,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class5,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class6,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class7,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class8,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class9,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class10,elec_BR_AM,0,100,work in progress
VRE,BR_AM,BR_AM_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_AM_Solar_Class11,elec_BR_AM,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class1,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class2,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class3,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class4,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class5,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class6,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class7,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class8,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class9,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class10,elec_BR_BA,0,100,work in progress
VRE,BR_BA,BR_BA_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_BA_Solar_Class11,elec_BR_BA,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class1,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class2,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class3,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class4,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class5,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class6,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class7,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class8,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class9,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class10,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_CE_Solar_Class11,elec_BR_CE,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class1,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class2,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class3,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class4,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class5,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class6,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class7,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class8,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class9,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class10,elec_BR_DF,0,100,work in progress
VRE,BR_DF,BR_DF_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_DF_Solar_Class11,elec_BR_DF,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class1,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class2,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class3,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class4,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class5,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class6,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class7,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class8,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class9,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class10,elec_BR_ES,0,100,work in progress
VRE,BR_ES,BR_ES_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_ES_Solar_Class11,elec_BR_ES,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class1,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class2,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class3,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class4,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class5,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class6,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class7,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class8,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class9,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class10,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_GO_Solar_Class11,elec_BR_GO,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class1,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class2,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class3,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class4,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class5,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class6,elec_BR_MA,0,100,work in progress
